"node","eqn"
"RPL19B","(((1 - 1 * fAct(RAP1, 0.41212994302623, 1.35955899789464))) * 1 - 1 * RPL19B) / 1"
"RPP2B","(((1 - 1 * fAct(RAP1, 0.499149509472772, 1.37295415021712))) * 1 - 1 * RPP2B) / 1"
"RPS13","((1 * fAct(RAP1, 0.536093263234943, 1.17908310876228)) * 1 - 1 * RPS13) / 1"
"RPS6A","((1 * fAct(RAP1, 0.537477273494005, 1.65087627537781)) * 1 - 1 * RPS6A) / 1"
"ATX1","((1 * fAct(RCS1, 0.526916521275416, 1.100001443699)) * 1 - 1 * ATX1) / 1"
"CCC2","((1 * fAct(RCS1, 0.410507718240842, 1.14850737167522)) * 1 - 1 * CCC2) / 1"
"FIT1","((1 * fAct(RCS1, 0.490864956006408, 1.20879591788864)) * 1 - 1 * FIT1) / 1"
"FIT2","((1 * fAct(RCS1, 0.465374855464324, 1.17258169322275)) * 1 - 1 * FIT2) / 1"
"FIT3","((1 * fAct(RCS1, 0.497192726377398, 1.37964563609799)) * 1 - 1 * FIT3) / 1"
"FRE2","((1 * fAct(RCS1, 0.536006525764242, 1.1953940918739)) * 1 - 1 * FRE2) / 1"
"FTH1","((1 * fAct(RCS1, 0.501740717375651, 1.47749351125211)) * 1 - 1 * FTH1) / 1"
"FTR1","((1 * fAct(RCS1, 0.531511761341244, 1.55040041906293)) * 1 - 1 * FTR1) / 1"
"TIS11","((1 * fAct(RCS1, 0.434561438066885, 1.29250089720823)) * 1 - 1 * TIS11) / 1"
"ACT1","(((1 * fAct(SPT16, 0.450054336804897, 1.28816530919867) * (1 * fAct(REB1, 0.584134893678129, 1.35504776828457) * 1 * fAct(SRB7, 0.599396076193079, 1.39876469543669)))) * 1 - 1 * ACT1) / 1"
"TPI1","(((1 * fAct(REB1, 0.402742630103603, 1.30716625040164) * 1 * fAct(GCR1_GCR2, 0.41109045217745, 1.19606422385201))) * 1 - 1 * TPI1) / 1"
"HUG1","((((1 - 1 * fAct(SSN6_TUP1, 0.570296784071252, 1.13512298391666)) + (1 - 1 * fAct(RFX1, 0.559786610724404, 1.66013907025568)) - (1 - 1 * fAct(SSN6_TUP1, 0.570296784071252, 1.13512298391666)) * (1 - 1 * fAct(RFX1, 0.559786610724404, 1.66013907025568)))) * 1 - 1 * HUG1) / 1"
"PYC1","((1 * fAct(RGT1, 0.591018753545359, 1.08673783513485)) * 1 - 1 * PYC1) / 1"
"DIT2","((((1 - 1 * fAct(SSN6_TUP1, 0.50520707317628, 1.17212210377678)) + 1 * fAct(RIM101, 0.501174789015204, 1.11396613535471) - (1 - 1 * fAct(SSN6_TUP1, 0.50520707317628, 1.17212210377678)) * 1 * fAct(RIM101, 0.501174789015204, 1.11396613535471))) * 1 - 1 * DIT2) / 1"
"CLN2","(((1 * fAct(SPT16, 0.437793639861047, 1.43794403975829) * (1 * fAct(RME1, 0.569985338719562, 1.09839204845484) * 1 * fAct(SWI4_SWI6, 0.491463305801153, 1.33427073829575)))) * 1 - 1 * CLN2) / 1"
"GEF1","(((1 * fAct(HAP2_3_4_5, 0.562850243411958, 1.62638774295338) * (1 - 1 * fAct(ROX1, 0.550456485850736, 1.60100587622961)))) * 1 - 1 * GEF1) / 1"
"OLE1","(((1 - 1 * fAct(ROX1, 0.405762785254046, 1.21325584034668))) * 1 - 1 * OLE1) / 1"
"PRE6","((1 * fAct(RPN4, 0.5359877910465, 1.50025270640152)) * 1 - 1 * PRE6) / 1"
"RPN1","((1 * fAct(RPN4, 0.529482823191211, 1.37641555876238)) * 1 - 1 * RPN1) / 1"
"CO1","((1 * fAct(RTG1, 0.541217737831175, 1.63823576196097)) * 1 - 1 * CO1) / 1"
"IDH1","((1 * fAct(RTG1, 0.587265054322779, 1.20677763966843)) * 1 - 1 * IDH1) / 1"
"CIT1","(((1 * fAct(HAP2_3_4_5, 0.437452755495906, 1.49753391492646) * (1 * fAct(RTG1_RTG3, 0.435840414604172, 1.47446992574027) * 1 * fAct(RTG2, 0.423916303785518, 1.48365246730391)))) * 1 - 1 * CIT1) / 1"
"CIT2","(((1 * fAct(RTG1_RTG3, 0.574939438747242, 1.37317120482447) * 1 * fAct(RTG2, 0.436507894191891, 1.44175812950823))) * 1 - 1 * CIT2) / 1"
"DLD3","((1 * fAct(RTG1_RTG3, 0.44371844260022, 1.65069459803868)) * 1 - 1 * DLD3) / 1"
"IDH2","(((1 * fAct(RTG1_RTG3, 0.486969196470454, 1.50830865188735) * 1 * fAct(RTG2, 0.441698851669207, 1.39900552542415))) * 1 - 1 * IDH2) / 1"
"BAR1","((((1 * fAct(STE12, 0.568599852127954, 1.12412056176923) * 1 * fAct(SIN3, 0.573508570063859, 1.35866150171496)) * ((1 - 1 * fAct(TUP1, 0.512096231337637, 1.01528133587912)) + (1 - 1 * fAct(UME6, 0.51623702943325, 1.29359055141686)) - (1 - 1 * fAct(TUP1, 0.512096231337637, 1.01528133587912)) * (1 - 1 * fAct(UME6, 0.51623702943325, 1.29359055141686))))) * 1 - 1 * BAR1) / 1"
"AHP1","(((1 * fAct(YAP1, 0.435593907628208, 1.52318958874792) * 1 * fAct(SKN7, 0.495667138649151, 1.20268179177539))) * 1 - 1 * AHP1) / 1"
"CCP1","(((1 * fAct(YAP1, 0.422653239872307, 1.04404274680419) * 1 * fAct(SKN7, 0.509407836431637, 1.58112026041374))) * 1 - 1 * CCP1) / 1"
"CYS3","(((1 * fAct(YAP1, 0.58997986917384, 1.2107912643184) * ((1 - 1 * fAct(SKN7, 0.51384990233928, 1.34892974456539)) + (1 - 1 * fAct(XBP1, 0.410117746377364, 1.05630616327282)) - (1 - 1 * fAct(SKN7, 0.51384990233928, 1.34892974456539)) * (1 - 1 * fAct(XBP1, 0.410117746377364, 1.05630616327282))))) * 1 - 1 * CYS3) / 1"
"DAK1","(((1 * fAct(YAP1, 0.568954773293808, 1.07267596053658) * 1 * fAct(SKN7, 0.548946535121649, 1.26147142808884))) * 1 - 1 * DAK1) / 1"
"DNM1","((1 * fAct(SKN7, 0.408505720412359, 1.49422574939905)) * 1 - 1 * DNM1) / 1"
"GRE2","(((1 * fAct(YAP1, 0.545073384325951, 1.02313918800559) * (1 - 1 * fAct(SKN7, 0.412072649504989, 1.52945108407876)))) * 1 - 1 * GRE2) / 1"
"LYS20","(((1 * fAct(YAP1, 0.588196005113423, 1.27712889316725) * 1 * fAct(SKN7, 0.516342325275764, 1.25182201611809))) * 1 - 1 * LYS20) / 1"
"TAL1","(((1 * fAct(YAP1, 0.413959457585588, 1.13367220842978) * 1 * fAct(SKN7, 0.409630900900811, 1.61539127188036))) * 1 - 1 * TAL1) / 1"
"TRX2","(((1 * fAct(YAP1, 0.540477025648579, 1.52418415460968) * 1 * fAct(SKN7, 0.504520252300426, 1.31076971632894))) * 1 - 1 * TRX2) / 1"
"TSA1","(((1 * fAct(YAP1, 0.507522235577926, 1.17846428714925) * 1 * fAct(SKN7, 0.541016524564475, 1.28987840363756))) * 1 - 1 * TSA1) / 1"
"YBR025C","((1 * fAct(SKN7, 0.569259675825015, 1.39175684142392)) * 1 - 1 * YBR025C) / 1"
"YDR453C","(((1 * fAct(YAP1, 0.406426642416045, 1.56106951035559) * 1 * fAct(SKN7, 0.522205401025712, 1.57446255828254))) * 1 - 1 * YDR453C) / 1"
"YMR318C","(((1 * fAct(YAP1, 0.436558778444305, 1.21048124150373) * (1 - 1 * fAct(SKN7, 0.568990582739934, 1.07267917199293)))) * 1 - 1 * YMR318C) / 1"
"YNL134C","(((1 * fAct(YAP1, 0.443335213884711, 1.27577375513967) * (1 - 1 * fAct(SKN7, 0.420330185908824, 1.66875918572536)))) * 1 - 1 * YNL134C) / 1"
"ZWF1","(((1 * fAct(YAP1, 0.552875890163705, 1.38170689626364) * 1 * fAct(SKN7, 0.49624878144823, 1.048546316633))) * 1 - 1 * ZWF1) / 1"
"CLN1","((((1 * fAct(STE12, 0.559800194529817, 1.38664802276297) * ((1 * fAct(SPT16, 0.597784560685977, 1.63390657260548) * 1 * fAct(SWI4_SWI6, 0.464256571466103, 1.16822164480807)) * 1 * fAct(TEC1, 0.51704441155307, 1.27783931615064))) * (1 - 1 * fAct(XBP1, 0.491827955609187, 1.14070754264481)))) * 1 - 1 * CLN1) / 1"
"CLN3","(((1 * fAct(SPT16, 0.413750740373507, 1.45959517788142) * (1 - 1 * fAct(XBP1, 0.525996563071385, 1.22876529343426)))) * 1 - 1 * CLN3) / 1"
"HTA1","(((1 * fAct(SPT16, 0.505940740695223, 1.24733565208036) * (((1 * fAct(SPT21, 0.554841100890189, 1.65583892040187) * 1 * fAct(SPT4, 0.539766653766856, 1.194084479413)) * 1 * fAct(SPT5, 0.49956309646368, 1.14791658853414)) * 1 * fAct(SPT6, 0.440934295067564, 1.41884724164382)))) * 1 - 1 * HTA1) / 1"
"HTB1","(((1 * fAct(SPT16, 0.565265822829679, 1.20275172183989) * ((1 * fAct(SPT4, 0.411884653195739, 1.01590392143466) * 1 * fAct(SPT5, 0.593970994371921, 1.42110511796316)) * 1 * fAct(SPT6, 0.576234162226319, 1.35851253014291)))) * 1 - 1 * HTB1) / 1"
"SAN1","((1 * fAct(SPT16, 0.540984275331721, 1.54264478057157)) * 1 - 1 * SAN1) / 1"
"SWI6","((1 * fAct(SPT16, 0.455852947104722, 1.21616293674568)) * 1 - 1 * SWI6) / 1"
"HHF1","((1 * fAct(SPT21, 0.512807802949101, 1.30472092801007)) * 1 - 1 * HHF1) / 1"
"HHF2","((1 * fAct(SPT21, 0.405239878501743, 1.37267875040416)) * 1 - 1 * HHF2) / 1"
"HTB2","(((1 * fAct(STE12, 0.472358327684924, 1.30732316932408) * (1 * fAct(SPT21, 0.402386464737356, 1.58420916154981) * 1 * fAct(TEC1, 0.492327873129398, 1.01805695390562)))) * 1 - 1 * HTB2) / 1"
"TDH1","((1 * fAct(SRB7, 0.556479182653129, 1.17797255422222)) * 1 - 1 * TDH1) / 1"
"ICL1","((1 * fAct(SSN6, 0.538860940700397, 1.20897627642611)) * 1 - 1 * ICL1) / 1"
"AFR1","((1 * fAct(STE12, 0.409396478440613, 1.39384978624526)) * 1 - 1 * AFR1) / 1"
"AGA1","((1 * fAct(STE12, 0.52642072555609, 1.68321034313412)) * 1 - 1 * AGA1) / 1"
"BNI5","(((1 * fAct(STE12, 0.471018976764753, 1.46619335336378) * 1 * fAct(TEC1, 0.42527849082835, 1.52827595372219))) * 1 - 1 * BNI5) / 1"
"CHS1","((1 * fAct(STE12, 0.425225187232718, 1.13025592430029)) * 1 - 1 * CHS1) / 1"
"DHH1","(((1 * fAct(STE12, 0.487787202000618, 1.37702836054144) * 1 * fAct(TEC1, 0.501116621075198, 1.14094638069393))) * 1 - 1 * DHH1) / 1"
"ERG24","((1 * fAct(STE12, 0.433928851922974, 1.01707764671883)) * 1 - 1 * ERG24) / 1"
"FAR1","((1 * fAct(STE12, 0.584992731316015, 1.43372934484622)) * 1 - 1 * FAR1) / 1"
"FIG1","((1 * fAct(STE12, 0.5974970464129, 1.64150351759978)) * 1 - 1 * FIG1) / 1"
"FIG2","((1 * fAct(STE12, 0.464624556852505, 1.22230792802293)) * 1 - 1 * FIG2) / 1"
"FUS3","((1 * fAct(STE12, 0.588159074401483, 1.19926321143052)) * 1 - 1 * FUS3) / 1"
"GAT4","(((1 * fAct(STE12, 0.416132945520803, 1.48333787374664) * 1 * fAct(TEC1, 0.497088535455987, 1.33697062860709))) * 1 - 1 * GAT4) / 1"
"GIC2","((1 * fAct(STE12, 0.545623747026548, 1.21483028373215)) * 1 - 1 * GIC2) / 1"
"HYM1","((1 * fAct(STE12, 0.58784578400664, 1.37125502360519)) * 1 - 1 * HYM1) / 1"
"ISC1","((1 * fAct(STE12, 0.593768106261268, 1.34513731953455)) * 1 - 1 * ISC1) / 1"
"KAR5","((1 * fAct(STE12, 0.518333654431626, 1.48548704732908)) * 1 - 1 * KAR5) / 1"
"MID2","(((1 * fAct(STE12, 0.556806053733453, 1.13369112340966) * 1 * fAct(TEC1, 0.489883335819468, 1.44550144030247))) * 1 - 1 * MID2) / 1"
"MPT5","(((1 * fAct(STE12, 0.40214634872973, 1.63943877672311) * 1 * fAct(TEC1, 0.485841969959438, 1.03885079560336))) * 1 - 1 * MPT5) / 1"
"PCL2","(((1 * fAct(STE12, 0.442663223063573, 1.60665175995789) * 1 * fAct(SWI5, 0.508307192102075, 1.32131998662837))) * 1 - 1 * PCL2) / 1"
"PEP1","((1 * fAct(STE12, 0.563119174307212, 1.59880556626944)) * 1 - 1 * PEP1) / 1"
"PGM1","(((1 * fAct(STE12, 0.585856645833701, 1.05403476172592) * 1 * fAct(GCR1_GCR2, 0.566461876081303, 1.36892270704499))) * 1 - 1 * PGM1) / 1"
"PGU1","(((1 * fAct(STE12, 0.587267667707056, 1.05613563767169) * 1 * fAct(TEC1, 0.45643574623391, 1.56139909140533))) * 1 - 1 * PGU1) / 1"
"PRM1","((1 * fAct(STE12, 0.559142106585205, 1.19212056669872)) * 1 - 1 * PRM1) / 1"
"PRM3","((1 * fAct(STE12, 0.594919377751648, 1.15519932505675)) * 1 - 1 * PRM3) / 1"
"PRM5","(((1 * fAct(STE12, 0.412015851214528, 1.41775513506494) * 1 * fAct(TEC1, 0.407095633959398, 1.02917056296952))) * 1 - 1 * PRM5) / 1"
"PST1","(((1 * fAct(STE12, 0.54130961871706, 1.12151978239883) * 1 * fAct(TEC1, 0.531379186641425, 1.24425753125222))) * 1 - 1 * PST1) / 1"
"RTA1","(((1 * fAct(STE12, 0.464857358345762, 1.58145104459487) * 1 * fAct(TEC1, 0.443717845249921, 1.57844893921167))) * 1 - 1 * RTA1) / 1"
"RTS2","(((1 * fAct(STE12, 0.516992839658633, 1.622230370529) * 1 * fAct(TEC1, 0.5920897657983, 1.07574795100139))) * 1 - 1 * RTS2) / 1"
"SCH9","((1 * fAct(STE12, 0.463662601727992, 1.2193610770395)) * 1 - 1 * SCH9) / 1"
"SFP1","(((1 * fAct(STE12, 0.481206486793235, 1.49566892856266) * 1 * fAct(TEC1, 0.535767246037722, 1.25834871444618))) * 1 - 1 * SFP1) / 1"
"SPC25","((1 * fAct(STE12, 0.505647204024717, 1.05920013784431)) * 1 - 1 * SPC25) / 1"
"SPO12","(((1 * fAct(STE12, 0.49961530584842, 1.07154765430605) * 1 * fAct(TEC1, 0.405757873412222, 1.23438043152448))) * 1 - 1 * SPO12) / 1"
"SRD1","(((1 * fAct(STE12, 0.560378524847329, 1.02843442664715) * 1 * fAct(TEC1, 0.432448697509244, 1.45028936491115))) * 1 - 1 * SRD1) / 1"
"SRL1","(((1 * fAct(STE12, 0.544406959414482, 1.45788166751154) * 1 * fAct(TEC1, 0.486179426312447, 1.26486984646413))) * 1 - 1 * SRL1) / 1"
"SST2","(((1 * fAct(STE12, 0.597290262905881, 1.64978840586497) * (1 - 1 * fAct(TUP1, 0.538282332289964, 1.33714140418451)))) * 1 - 1 * SST2) / 1"
"TOS11","(((1 * fAct(STE12, 0.420975938392803, 1.33092360008275) * 1 * fAct(TEC1, 0.405206846958026, 1.32819303160766))) * 1 - 1 * TOS11) / 1"
"TSL1","(((1 * fAct(STE12, 0.505579546326771, 1.35534838662483) * 1 * fAct(TEC1, 0.487081321142614, 1.46975701056654))) * 1 - 1 * TSL1) / 1"
"WSC2","(((1 * fAct(STE12, 0.585992488125339, 1.53813140576007) * 1 * fAct(TEC1, 0.578202673047781, 1.14396967221051))) * 1 - 1 * WSC2) / 1"
"YBR070C","(((1 * fAct(STE12, 0.441993345879018, 1.17594568925211) * 1 * fAct(TEC1, 0.59595448942855, 1.68938914209837))) * 1 - 1 * YBR070C) / 1"
"YDL222C","(((1 * fAct(STE12, 0.401240743231028, 1.66489579152549) * 1 * fAct(TEC1, 0.549153684591875, 1.67308153254213))) * 1 - 1 * YDL222C) / 1"
"YEL033W","(((1 * fAct(STE12, 0.557453586999327, 1.22590202851454) * 1 * fAct(TEC1, 0.549862396391109, 1.64641829842934))) * 1 - 1 * YEL033W) / 1"
"YGR149W","(((1 * fAct(STE12, 0.552036124933511, 1.17710546341725) * 1 * fAct(TEC1, 0.594806431699544, 1.30553548186319))) * 1 - 1 * YGR149W) / 1"
"YHL021C","(((1 * fAct(STE12, 0.586192413885146, 1.31992533547804) * 1 * fAct(TEC1, 0.582075293082744, 1.19520301311277))) * 1 - 1 * YHL021C) / 1"
"YHR156C","(((1 * fAct(STE12, 0.454546157224104, 1.64601115532685) * 1 * fAct(TEC1, 0.455903045646846, 1.3026502089086))) * 1 - 1 * YHR156C) / 1"
"YIL037C","((1 * fAct(STE12, 0.547620028723031, 1.69630219533341)) * 1 - 1 * YIL037C) / 1"
"YIL083C","((1 * fAct(STE12, 0.417520116502419, 1.4440434200014)) * 1 - 1 * YIL083C) / 1"
"YIL169C","((1 * fAct(STE12, 0.429232509434223, 1.65229809699114)) * 1 - 1 * YIL169C) / 1"
"YJL017W","(((1 * fAct(STE12, 0.512418914260343, 1.69308840115787) * 1 * fAct(TEC1, 0.539768598182127, 1.21459572564345))) * 1 - 1 * YJL017W) / 1"
"YJL142C","(((1 * fAct(STE12, 0.407171986578032, 1.65076657305704) * 1 * fAct(TEC1, 0.484138819016516, 1.38941334581468))) * 1 - 1 * YJL142C) / 1"
"YLR414C","(((1 * fAct(STE12, 0.476762333698571, 1.62325880657183) * 1 * fAct(TEC1, 0.482607948128134, 1.56901097971248))) * 1 - 1 * YLR414C) / 1"
"YNL051W","(((1 * fAct(STE12, 0.484094644803554, 1.5143054051348) * 1 * fAct(TEC1, 0.510493309330195, 1.39543612872716))) * 1 - 1 * YNL051W) / 1"
"YNL159C","(((1 * fAct(STE12, 0.551645522145554, 1.2726050953404) * 1 * fAct(TEC1, 0.474160046782345, 1.53445680085337))) * 1 - 1 * YNL159C) / 1"
"YOL155C","((1 * fAct(STE12, 0.537062938371673, 1.60369975473965)) * 1 - 1 * YOL155C) / 1"
"YOR129C","((1 * fAct(STE12, 0.546101589733735, 1.36830644110218)) * 1 - 1 * YOR129C) / 1"
"YOR343C","((1 * fAct(STE12, 0.556579517386854, 1.20490510035772)) * 1 - 1 * YOR343C) / 1"
"YPL114W","(((1 * fAct(STE12, 0.513420828757808, 1.27930279335706) * 1 * fAct(TEC1, 0.599220371199772, 1.18904764637351))) * 1 - 1 * YPL114W) / 1"
"YPS1","(((1 * fAct(STE12, 0.460649664979428, 1.52609266994288) * 1 * fAct(TEC1, 0.47610025475733, 1.37607275162125))) * 1 - 1 * YPS1) / 1"
"BAP2","((1 * fAct(STP1, 0.582365284953266, 1.49633584169438)) * 1 - 1 * BAP2) / 1"
"SMK1","(((1 - 1 * fAct(SUM1, 0.552499097120017, 1.14270194395212))) * 1 - 1 * SMK1) / 1"
"CDC10","((1 * fAct(SWI4, 0.504866703320295, 1.13464464191115)) * 1 - 1 * CDC10) / 1"
"CDC11","((1 * fAct(SWI4, 0.442411269759759, 1.66519089898095)) * 1 - 1 * CDC11) / 1"
"PCL1","((1 * fAct(SWI4, 0.479322852054611, 1.48423416197533)) * 1 - 1 * PCL1) / 1"
"PCL9","((1 * fAct(SWI5, 0.566900137625635, 1.23979837237857)) * 1 - 1 * PCL9) / 1"
"SIC1","((1 * fAct(SWI5, 0.567928706342354, 1.10422884595348)) * 1 - 1 * SIC1) / 1"
"ENT1","((1 * fAct(TEC1, 0.485965072456747, 1.49601448945934)) * 1 - 1 * ENT1) / 1"
"KTR1","((1 * fAct(TEC1, 0.585301984194666, 1.08019847171614)) * 1 - 1 * KTR1) / 1"
"KTR2","((1 * fAct(TEC1, 0.523364824708551, 1.01387657675426)) * 1 - 1 * KTR2) / 1"
"SUT1","((1 * fAct(TEC1, 0.509042510716245, 1.12247389563825)) * 1 - 1 * SUT1) / 1"
"YOR225W","((1 * fAct(TEC1, 0.494430885929614, 1.50387699715327)) * 1 - 1 * YOR225W) / 1"
"PET18","((1 * fAct(THI2, 0.484287290275097, 1.20916168814758)) * 1 - 1 * PET18) / 1"
"THI20","((1 * fAct(THI2, 0.439151893742383, 1.24197353369556)) * 1 - 1 * THI20) / 1"
"THI21","((1 * fAct(THI2, 0.592816358059645, 1.06169857071945)) * 1 - 1 * THI21) / 1"
"THI22","((1 * fAct(THI2, 0.550447438424453, 1.39559354920872)) * 1 - 1 * THI22) / 1"
"THI6","((1 * fAct(THI2, 0.431709492206574, 1.33420807874994)) * 1 - 1 * THI6) / 1"
"THI80","((1 * fAct(THI2, 0.426130475569516, 1.12450843035011)) * 1 - 1 * THI80) / 1"
"YLR004C","((1 * fAct(THI2, 0.458331945817918, 1.50472110732924)) * 1 - 1 * YLR004C) / 1"
"MFALPHA2","((((1 - 1 * fAct(TUP1, 0.498750991001725, 1.25206822043518)) + 1 * fAct(SNF2_SWI1, 0.450080788461491, 1.30019632482901) - (1 - 1 * fAct(TUP1, 0.498750991001725, 1.25206822043518)) * 1 * fAct(SNF2_SWI1, 0.450080788461491, 1.30019632482901))) * 1 - 1 * MFALPHA2) / 1"
"PAU3","(((1 - 1 * fAct(TUP1, 0.44680933333002, 1.59971094521694))) * 1 - 1 * PAU3) / 1"
"PAU4","(((1 - 1 * fAct(TUP1, 0.580444195773453, 1.45571192165138))) * 1 - 1 * PAU4) / 1"
"PAU5","(((1 - 1 * fAct(TUP1, 0.444569647638127, 1.60294224512298))) * 1 - 1 * PAU5) / 1"
"RNR3","(((1 - 1 * fAct(TUP1, 0.462974422192201, 1.07568083429476))) * 1 - 1 * RNR3) / 1"
"STE4","(((1 - 1 * fAct(TUP1, 0.40220342236571, 1.32598606900079))) * 1 - 1 * STE4) / 1"
"STE5","(((1 - 1 * fAct(TUP1, 0.465381925646216, 1.43979852904566))) * 1 - 1 * STE5) / 1"
"DMC1","(((1 - 1 * fAct(UME6, 0.439160046121106, 1.07234000043245))) * 1 - 1 * DMC1) / 1"
"MEI4","(((1 - 1 * fAct(UME6, 0.536497818445787, 1.43189045128413))) * 1 - 1 * MEI4) / 1"
"MEK1","(((1 - 1 * fAct(UME6, 0.521319310134277, 1.16867061235011))) * 1 - 1 * MEK1) / 1"
"REC102","(((1 - 1 * fAct(UME6, 0.49772307863459, 1.55172983250581))) * 1 - 1 * REC102) / 1"
"RED1","(((1 - 1 * fAct(UME6, 0.465390389086679, 1.51133258248214))) * 1 - 1 * RED1) / 1"
"SKI8","(((1 - 1 * fAct(UME6, 0.421292244736105, 1.55840913541615))) * 1 - 1 * SKI8) / 1"
"SLZ1","((1 * fAct(UME6, 0.545296376151964, 1.27067178544356)) * 1 - 1 * SLZ1) / 1"
"SPO16","(((1 - 1 * fAct(UME6, 0.551008951151744, 1.50534886013251))) * 1 - 1 * SPO16) / 1"
"TOP1","(((1 - 1 * fAct(UME6, 0.416836643684655, 1.3149136313214))) * 1 - 1 * TOP1) / 1"
"ZIP1","(((1 - 1 * fAct(UME6, 0.507543428149074, 1.5625185038778))) * 1 - 1 * ZIP1) / 1"
"SMF2","(((1 - 1 * fAct(XBP1, 0.428911911929026, 1.64611548781628))) * 1 - 1 * SMF2) / 1"
"CDC48","((1 * fAct(YAP1, 0.417500496935099, 1.67925540090073)) * 1 - 1 * CDC48) / 1"
"FLR1","((1 * fAct(YAP1, 0.580444149347022, 1.25578535231762)) * 1 - 1 * FLR1) / 1"
"GLR1","((1 * fAct(YAP1, 0.484051986411214, 1.48751810904127)) * 1 - 1 * GLR1) / 1"
"GPX2","((1 * fAct(YAP1, 0.48077085330151, 1.16871162147494)) * 1 - 1 * GPX2) / 1"
"GSH1","((1 * fAct(YAP1, 0.497451579710469, 1.35388585293433)) * 1 - 1 * GSH1) / 1"
"OYE3","((1 * fAct(YAP1, 0.489633640227839, 1.17184126585489)) * 1 - 1 * OYE3) / 1"
"PST2","((1 * fAct(YAP1, 0.524232141347602, 1.486210156288)) * 1 - 1 * PST2) / 1"
"PTP2","((1 * fAct(YAP1, 0.564113680506125, 1.08735722706653)) * 1 - 1 * PTP2) / 1"
"RPN11","((1 * fAct(YAP1, 0.536970799556002, 1.40927822677186)) * 1 - 1 * RPN11) / 1"
"RPT1","((1 * fAct(YAP1, 0.418328811461106, 1.21846678878181)) * 1 - 1 * RPT1) / 1"
"TPS2","((1 * fAct(YAP1, 0.524696582974866, 1.16257330758497)) * 1 - 1 * TPS2) / 1"
"UBA1","((1 * fAct(YAP1, 0.513745927484706, 1.05211931854719)) * 1 - 1 * UBA1) / 1"
"YCF1","((1 * fAct(YAP1, 0.407399209262803, 1.51411491452483)) * 1 - 1 * YCF1) / 1"
"YNL274C","((1 * fAct(YAP1, 0.50805635927245, 1.62021000156878)) * 1 - 1 * YNL274C) / 1"
"ADH4","((1 * fAct(ZAP1, 0.457945692306384, 1.67263954280876)) * 1 - 1 * ADH4) / 1"
"DPP1","((1 * fAct(ZAP1, 0.553404672630131, 1.1414666705206)) * 1 - 1 * DPP1) / 1"
"FET4","((1 * fAct(ZAP1, 0.463007312454283, 1.38804580841679)) * 1 - 1 * FET4) / 1"
"MCD4","((1 * fAct(ZAP1, 0.502170536946505, 1.64431746602058)) * 1 - 1 * MCD4) / 1"
"YOL154W","((1 * fAct(ZAP1, 0.490206359094009, 1.65006510182749)) * 1 - 1 * YOL154W) / 1"
"ZRC1","((1 * fAct(ZAP1, 0.500294026033953, 1.37224665385205)) * 1 - 1 * ZRC1) / 1"
"ZRG17","((1 * fAct(ZAP1, 0.59788898001425, 1.43041350780986)) * 1 - 1 * ZRG17) / 1"
"ZRT1","((1 * fAct(ZAP1, 0.549060838669538, 1.17596804686822)) * 1 - 1 * ZRT1) / 1"
"ZRT3","((1 * fAct(ZAP1, 0.574453110620379, 1.48122799495934)) * 1 - 1 * ZRT3) / 1"
"ADE13","((1 * fAct(BAS1_PHO2, 0.445300654973835, 1.34503040759824)) * 1 - 1 * ADE13) / 1"
"ADE17","((1 * fAct(BAS1_PHO2, 0.585613791178912, 1.18859970395919)) * 1 - 1 * ADE17) / 1"
"FBA1","((1 * fAct(GCR1_GCR2, 0.461901600286365, 1.26792629968142)) * 1 - 1 * FBA1) / 1"
"PGI1","((1 * fAct(GCR1_GCR2, 0.532135950820521, 1.47889777588658)) * 1 - 1 * PGI1) / 1"
"COX4","((1 * fAct(HAP2_3_4_5, 0.416048168484122, 1.32612632096279)) * 1 - 1 * COX4) / 1"
"COX5A","((1 * fAct(HAP2_3_4_5, 0.528096271911636, 1.0892430413072)) * 1 - 1 * COX5A) / 1"
"HEM1","((1 * fAct(HAP2_3_4_5, 0.46365566495806, 1.2878464544774)) * 1 - 1 * HEM1) / 1"
"HEM2","((1 * fAct(HAP2_3_4_5, 0.447670453554019, 1.03324861740228)) * 1 - 1 * HEM2) / 1"
"HEM3","((1 * fAct(HAP2_3_4_5, 0.507517705764622, 1.52560630379478)) * 1 - 1 * HEM3) / 1"
"KGD1","((1 * fAct(HAP2_3_4_5, 0.597955705644563, 1.01699874401558)) * 1 - 1 * KGD1) / 1"
"KGD2","((1 * fAct(HAP2_3_4_5, 0.534896109532565, 1.59668701076647)) * 1 - 1 * KGD2) / 1"
"PET9","((1 * fAct(HAP2_3_4_5, 0.419353281613439, 1.2883904263447)) * 1 - 1 * PET9) / 1"
"PTP1","((1 * fAct(HAP2_3_4_5, 0.471205713739619, 1.4409449111647)) * 1 - 1 * PTP1) / 1"
"RPM2","((1 * fAct(HAP2_3_4_5, 0.573374601779506, 1.0458582420391)) * 1 - 1 * RPM2) / 1"
"SDH1","((1 * fAct(HAP2_3_4_5, 0.494176047854125, 1.55710691171465)) * 1 - 1 * SDH1) / 1"
"SDH2","((1 * fAct(HAP2_3_4_5, 0.493812824366614, 1.56819045679178)) * 1 - 1 * SDH2) / 1"
